ls_states,ground_truth,observed_nb
"[291, 102, 99, 141, 116, 379, 347, 59, 68, 253, 250, 40]",14,1
"[291, 102, 99, 141, 116, 379, 348, 471, 258, 479, 486, 488, 322]",38,0
"[291, 102, 99, 141, 117, 376, 226, 28, 239, 41, 358, 370, 14, 493, 322]",30,4
"[291, 102, 99, 141, 116, 379, 347, 59, 68, 255, 488, 322]",26,1
"[291, 102, 99, 141, 117, 376, 226, 28, 239, 41, 358, 370, 14, 494, 64]",20,0
"[291, 103, 452, 143, 150]",5,0
"[288, 402, 90, 91, 435, 382]",109,9
"[288, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 268]",68,10
"[288, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 272]",47,1
"[288, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",14,1
"[288, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",7,0
"[291, 102, 98, 95, 395]",17,1
"[291, 102, 99, 141, 117, 375, 390, 477, 122]",9,0
"[291, 102, 98, 95, 392, 406, 106, 140, 127, 374]",11,0
"[291, 102, 98, 95, 392, 406, 105, 427, 137, 130, 127, 374]",2,0
"[291, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 86, 466, 130, 127, 374]",2,0
"[291, 102, 99, 141, 117, 376, 225, 224, 208, 307]",36,1
"[291, 103, 453, 160, 454, 69, 179, 312, 461, 176]",50,1
"[291, 103, 453, 160, 454, 69, 181, 176]",92,11
"[291, 102, 100, 337, 69, 179, 312, 461, 176]",4,1
"[291, 102, 100, 338]",99,11
"[291, 102, 99, 142]",87,9
"[291, 102, 100, 337, 70, 318]",6,0
"[291, 103, 453, 160, 454, 70, 318]",40,5
"[291, 102, 99, 141, 117, 376, 226, 28, 241]",21,4
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",2,1
"[516, 509, 300, 412, 279, 313, 31, 33, 400, 242, 245, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",3,0
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",2,1
"[513, 266, 413, 34, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",2,0
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 98, 95, 392, 406, 105, 428]",2,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 105, 428]",2,0
"[513, 266, 413, 34, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",3,0
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 98, 95, 392, 406, 105, 427, 137, 132]",3,0
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",2,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",5,1
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",2,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",5,0
"[516, 509, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",2,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 472]",97,7
"[516, 509, 301, 413, 34, 32, 238, 167, 236, 231, 233, 348, 472]",2,0
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 472]",59,3
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 472]",58,6
"[516, 509, 301, 413, 33, 400, 242, 245, 38, 251, 255, 489, 66, 492, 49, 58]",3,0
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 259]",38,9
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 259]",62,14
"[516, 509, 301, 413, 34, 32, 238, 167, 236, 231, 233, 348, 471, 259]",1,0
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 259]",35,3
"[516, 509, 301, 413, 33, 400, 242, 245, 39, 15, 321, 497]",82,18
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 321, 497]",21,2
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 321, 497]",29,8
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 321, 497]",18,0
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 321, 497]",16,3
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 321, 497]",11,4
"[516, 509, 301, 413, 33, 400, 242, 245, 38, 251, 255, 488, 321, 497]",9,2
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 321, 497]",9,1
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 166]",43,8
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 166]",48,8
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 166]",26,5
"[516, 509, 301, 413, 34, 32, 238, 168, 467, 166]",4,1
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 417, 298]",44,1
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 417, 298]",66,2
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 298]",35,0
"[516, 509, 301, 413, 34, 32, 238, 168, 467, 165, 417, 298]",1,0
"[513, 267]",176,11
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 121]",11,6
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 121]",5,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 373]",5,2
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 373]",10,2
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 98, 95, 392, 406, 106, 140, 127, 373]",5,1
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 373]",8,5
"[516, 509, 301, 413, 33, 400, 242, 245, 38, 251, 255, 491]",64,6
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 491]",14,2
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 487]",97,12
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 487]",42,6
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 487]",62,7
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 491]",4,0
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 491]",3,0
"[516, 509, 301, 413, 33, 400, 242, 245, 39, 15, 320, 495, 12, 371, 44]",66,8
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 320, 495, 12, 371, 44]",25,8
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 321, 496, 18, 423, 20, 260, 356, 45, 282]",20,5
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 320, 495, 12, 371, 44]",16,2
"[516, 509, 301, 413, 33, 400, 242, 245, 39, 15, 321, 496, 18, 423, 20, 260, 356, 45, 282]",35,9
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 320, 495, 12, 371, 44]",26,5
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 320, 495, 12, 371, 44]",14,4
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 321, 496, 18, 423, 20, 260, 356, 45, 282]",21,4
"[516, 509, 301, 413, 33, 400, 242, 247]",100,8
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 230, 261, 243, 249]",7,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 234, 40]",12,0
"[516, 509, 301, 413, 33, 400, 243, 249]",181,18
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 230, 261, 243, 249]",9,2
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 234, 40]",9,0
"[516, 509, 301, 413, 33, 400, 242, 245, 39, 17]",96,23
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 322]",7,1
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 234, 39, 17]",17,2
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 322]",2,1
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 234, 39, 17]",34,5
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 322]",4,3
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 234, 39, 17]",16,5
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 152]",51,4
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 152]",47,6
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 152]",81,7
"[516, 509, 301, 413, 34, 32, 238, 168, 467, 165, 416, 156, 152]",2,1
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 449]",19,2
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 440, 48, 438, 46, 415, 449]",12,1
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 104]",17,1
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 440, 48, 438, 46, 415, 449]",18,3
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 449]",26,6
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 104]",11,3
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 449]",13,4
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 440, 48, 438, 46, 415, 449]",15,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",2,0
"[516, 509, 300, 412, 279, 313, 31, 33, 400, 242, 245, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",3,0
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 395]",3,0
"[513, 266, 413, 34, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 395]",2,0
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 98, 95, 395]",2,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 395]",2,1
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 122]",2,0
"[513, 266, 413, 34, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 122]",3,0
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 99, 141, 117, 375, 390, 477, 122]",3,1
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 122]",5,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 86, 466, 130, 127, 374]",2,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 374]",4,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 374]",2,0
"[516, 509, 301, 413, 33, 400, 242, 245, 38, 251, 255, 489, 66, 492, 49, 56, 409, 225, 224, 208, 307]",5,0
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 376, 225, 224, 208, 307]",8,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 225, 224, 208, 307]",6,2
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 376, 225, 224, 208, 307]",9,0
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 99, 141, 117, 376, 225, 224, 208, 307]",4,1
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 99, 141, 117, 376, 225, 224, 208, 307]",7,1
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 99, 141, 117, 376, 225, 224, 208, 307]",4,2
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 229, 335]",55,10
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 229, 335]",90,6
"[516, 509, 301, 413, 34, 32, 238, 167, 236, 229, 335]",2,0
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 229, 335]",54,4
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 74]",128,4
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 74]",81,5
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 74]",67,1
"[516, 509, 301, 413, 34, 32, 238, 168, 467, 165, 417, 297, 455, 74]",3,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 417, 299]",16,1
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 299]",10,0
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 417, 299]",12,0
"[513, 266, 413, 34, 32, 238, 168, 467, 165, 417, 299]",2,1
"[516, 509, 300, 412, 279, 313, 32, 238, 168, 467, 165, 417, 299]",6,0
"[516, 509, 301, 413, 34, 32, 238, 168, 467, 165, 417, 299]",3,1
"[516, 509, 301, 413, 33, 400, 242, 245, 39, 15, 320, 495, 12, 371, 43, 241]",7,0
"[513, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 376, 226, 28, 241]",9,1
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 376, 226, 28, 241]",8,0
"[514, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 99, 141, 117, 376, 226, 28, 241]",3,0
"[514, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 241]",3,1
"[513, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 99, 141, 117, 376, 226, 28, 241]",3,0
"[112, 428]",46,10
"[112, 427, 137, 132]",5,1
"[112, 425, 108, 84, 465, 85, 87, 192, 202]",101,23
"[111, 397, 97, 75, 99, 141, 117, 377]",3,0
"[112, 427, 137, 130, 127, 372, 119, 114, 117, 377]",15,3
"[112, 425, 108, 84, 465, 86, 466, 130, 127, 372, 119, 114, 117, 377]",3,0
"[111, 397, 97, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 421, 324, 329, 167, 236, 231, 233, 348, 471, 259]",5,0
"[111, 397, 97, 75, 99, 141, 116, 379, 348, 471, 259]",2,0
"[112, 427, 137, 130, 127, 372, 119, 114, 116, 379, 348, 471, 259]",8,0
"[112, 425, 108, 84, 465, 86, 466, 130, 127, 372, 119, 114, 116, 379, 348, 471, 259]",2,0
"[112, 427, 137, 130, 127, 372, 119, 114, 117, 376, 226, 28, 240, 341, 362, 11, 41, 358, 370, 14, 493, 321, 497]",3,0
"[112, 425, 108, 84, 465, 85, 87, 192, 199, 193, 194, 196, 217, 305, 227, 353, 207, 222, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",2,0
"[112, 427, 137, 130, 127, 372, 119, 114, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",6,0
"[112, 427, 137, 130, 127, 372, 119, 114, 117, 376, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",7,0
"[112, 425, 108, 84, 465, 85, 87, 192, 199, 193, 194, 196, 217, 305, 227, 353, 207, 222, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",6,3
"[111, 397, 97, 75, 100, 337, 70, 316, 296, 328, 419]",3,0
"[111, 397, 97, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 422]",9,1
"[111, 397, 97, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 422]",5,2
"[111, 397, 97, 75, 100, 337, 73]",15,0
"[111, 397, 97, 76, 339, 92, 103, 453, 160, 454, 73]",2,1
"[111, 397, 97, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 30, 314, 302]",6,2
"[111, 397, 97, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 314, 302]",4,1
"[111, 397, 97, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 267]",3,0
"[111, 397, 97, 75, 100, 337, 70, 316, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 314, 302]",3,0
"[111, 397, 97, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 31, 35, 302]",4,1
"[113, 106, 140, 127, 373]",16,3
"[112, 427, 137, 130, 127, 373]",250,33
"[112, 427, 137, 130, 127, 372, 119, 114, 116, 379, 348, 471, 258, 479, 487]",16,0
"[112, 425, 108, 84, 465, 86, 466, 130, 127, 372, 119, 114, 116, 379, 347, 59, 68, 255, 491]",3,0
"[112, 427, 137, 130, 127, 372, 119, 114, 116, 379, 347, 59, 68, 255, 491]",3,0
"[112, 425, 108, 84, 465, 86, 466, 130, 127, 372, 119, 114, 116, 379, 348, 471, 258, 479, 487]",1,0
"[113, 106, 140, 127, 372, 119, 114, 116, 379, 347, 59, 68, 255, 491]",1,0
"[112, 425, 108, 84, 465, 85, 87, 192, 199, 193, 194, 196, 217, 305, 227, 353, 207, 222, 226, 28, 239, 44]",5,0
"[112, 425, 108, 84, 465, 85, 87, 192, 199, 193, 194, 196, 217, 305, 227, 353, 207, 222, 226, 28, 240, 341, 365]",7,1
"[112, 427, 137, 130, 127, 372, 119, 114, 117, 376, 226, 28, 240, 341, 365]",10,0
"[112, 427, 137, 130, 127, 372, 119, 114, 117, 376, 226, 28, 239, 44]",9,1
"[113, 106, 140, 127, 372, 119, 114, 116, 380, 333, 230, 261, 243, 249]",4,1
"[112, 427, 137, 130, 127, 372, 119, 114, 116, 380, 333, 231, 234, 40]",15,2
"[112, 427, 137, 130, 127, 372, 119, 114, 116, 380, 333, 230, 261, 243, 249]",14,0
"[112, 425, 108, 84, 465, 86, 466, 130, 127, 372, 119, 114, 116, 379, 347, 59, 68, 253, 250, 40]",3,0
"[112, 427, 137, 130, 127, 372, 119, 114, 116, 380, 333, 230, 261, 242, 247]",4,1
"[111, 397, 97, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 421, 324, 329, 167, 236, 231, 233, 347, 59, 68, 255, 488, 322]",5,1
"[111, 397, 97, 75, 99, 141, 117, 376, 226, 28, 239, 42, 10, 363, 361, 281, 357, 22, 383, 493, 322]",2,3
"[112, 427, 137, 130, 127, 372, 119, 114, 116, 379, 348, 471, 258, 479, 486, 488, 322]",4,1
"[112, 427, 137, 130, 127, 372, 119, 114, 117, 376, 226, 28, 240, 341, 362, 11, 41, 358, 370, 14, 493, 322]",2,1
"[112, 427, 137, 130, 127, 372, 119, 114, 117, 376, 226, 28, 239, 41, 358, 370, 14, 493, 322]",2,0
"[112, 425, 108, 84, 465, 86, 466, 130, 127, 372, 119, 114, 116, 379, 347, 59, 68, 255, 488, 322]",2,0
"[111, 397, 97, 76, 339, 92, 103, 452, 143, 150]",13,0
"[111, 397, 97, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",8,1
"[111, 397, 97, 76, 339, 94]",21,0
"[111, 397, 97, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 268]",3,1
"[111, 397, 97, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 268]",6,0
"[111, 397, 97, 75, 100, 337, 70, 316, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 272]",3,0
"[111, 397, 97, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",3,1
"[111, 397, 97, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 272]",3,1
"[111, 397, 97, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 272]",5,2
"[111, 397, 97, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",1,0
"[113, 106, 140, 127, 374]",15,1
"[112, 427, 137, 130, 127, 374]",53,6
"[112, 425, 108, 84, 465, 86, 466, 130, 127, 374]",3,2
"[112, 425, 108, 84, 465, 85, 87, 192, 199, 193, 194, 196, 217, 307]",164,21
"[111, 397, 97, 75, 100, 337, 69, 181, 176]",15,2
"[111, 397, 97, 75, 100, 337, 69, 179, 312, 461, 176]",4,0
"[111, 397, 97, 76, 339, 92, 103, 453, 160, 454, 69, 181, 176]",2,0
"[111, 397, 97, 75, 100, 338]",11,1
"[111, 397, 97, 75, 99, 142]",8,1
"[111, 397, 97, 76, 339, 92, 102, 99, 142]",2,0
"[111, 397, 97, 75, 100, 337, 70, 318]",2,0
"[111, 397, 97, 75, 100, 337, 69, 179, 312, 461, 178]",1,0
"[113, 106, 140, 127, 372, 119, 114, 117, 376, 226, 28, 241]",14,2
"[112, 425, 108, 84, 465, 85, 87, 192, 199, 193, 194, 196, 217, 305, 227, 353, 207, 222, 226, 28, 241]",72,14
"[112, 427, 137, 130, 127, 372, 119, 114, 117, 376, 226, 28, 241]",75,17
"[386, 124, 2, 197, 53]",64,6
"[386, 124, 2, 198]",106,17
"[387, 372, 119, 114, 117, 377]",21,7
"[387, 372, 119, 114, 116, 379, 348, 471, 259]",17,0
"[387, 372, 119, 114, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",17,1
"[387, 372, 119, 114, 117, 376, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",14,3
"[387, 372, 119, 115, 405, 96, 75, 100, 337, 70, 316, 296, 328, 419]",3,3
"[387, 372, 119, 114, 116, 380, 334, 237, 469, 168, 467, 166]",4,0
"[387, 372, 119, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 422]",6,3
"[387, 372, 119, 115, 405, 96, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 422]",8,0
"[387, 372, 119, 115, 405, 96, 75, 100, 337, 73]",19,9
"[387, 372, 119, 115, 405, 96, 76, 339, 92, 103, 453, 160, 454, 73]",2,1
"[387, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 271, 267]",5,1
"[387, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 31, 35, 302]",11,0
"[387, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 267]",2,0
"[387, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 314, 302]",18,1
"[385, 310]",226,33
"[387, 372, 119, 114, 116, 379, 348, 471, 258, 479, 487]",30,7
"[387, 372, 119, 114, 116, 379, 347, 59, 68, 255, 491]",11,1
"[387, 372, 119, 114, 117, 376, 226, 28, 239, 44]",14,1
"[387, 372, 119, 114, 117, 376, 226, 28, 240, 341, 365]",17,4
"[387, 372, 119, 114, 116, 379, 347, 59, 68, 253, 250, 40]",7,0
"[387, 372, 119, 114, 116, 380, 333, 231, 234, 40]",16,4
"[387, 372, 119, 114, 116, 380, 333, 230, 261, 243, 249]",22,1
"[387, 372, 119, 114, 116, 380, 333, 230, 261, 242, 247]",4,0
"[387, 372, 119, 114, 116, 379, 347, 59, 68, 255, 488, 322]",3,0
"[387, 372, 119, 114, 116, 379, 348, 471, 258, 479, 486, 488, 322]",9,1
